mfcc_mean,mfcc_std,zcr,rms,spectral_centroid,emotion
-49.38517379760742,196.01564025878906,0.3727122486888112,0.0022560888901352882,3470.9376892500345,neutral
-48.82677459716797,194.80792236328125,0.3805508083767361,0.0024186158552765846,3264.8353488824273,neutral
-48.85741424560547,195.07005310058594,0.39912317154255317,0.002809294033795595,3233.896121480899,neutral
-48.08906173706055,192.8233642578125,0.39692988708941607,0.0026172653306275606,3114.6553070867494,neutral
-50.74754333496094,203.78746032714844,0.3569846558415033,0.0016532314475625753,3226.498012489638,calm
-49.18968200683594,198.03335571289062,0.3222969250801282,0.0017521110130473971,3167.790420986031,calm
-48.170127868652344,197.53848266601562,0.3653928238824503,0.002621136838570237,3240.736010599307,calm
-47.882328033447266,197.9921417236328,0.3942513020833333,0.002669930923730135,3093.2787654868152,calm
-49.99955749511719,206.66842651367188,0.3,0.0015008143382146955,3168.728997220091,calm
-48.83519744873047,195.77536010742188,0.3299144237716763,0.0016126233385875821,3137.063225156851,calm
-48.17947769165039,199.9654541015625,0.33750965831043955,0.0020959414541721344,3113.1554137320036,calm
-48.347591400146484,195.5902557373047,0.3301910223988439,0.002133492147549987,3214.008349082537,calm
-46.647579193115234,183.43043518066406,0.401142578125,0.004263023380190134,3067.9116876521643,happy
-44.85403060913086,179.56053161621094,0.33329427083333335,0.0049052671529352665,2897.882293070837,happy
-47.27314758300781,185.5225830078125,0.36240042892156865,0.003749155206605792,3162.438945106367,happy
-46.244876861572266,185.81039428710938,0.396258544921875,0.003753095166757703,3184.6927667131595,happy
-46.21696472167969,169.55816650390625,0.35960225039308175,0.00643945625051856,3169.511742860722,happy
-42.88020324707031,158.97952270507812,0.25966610270700635,0.008205214515328407,2615.557874875919,happy
-40.45719528198242,148.91275024414062,0.2905474494485294,0.010928558185696602,2993.6174175402552,happy
-42.22249221801758,155.66180419921875,0.336767578125,0.010219879448413849,3185.7990837906077,happy
-49.02179718017578,190.4042510986328,0.2988104762801205,0.0021510084625333548,3160.39610746173,sad
-49.14448928833008,196.63706970214844,0.3448914366883117,0.002001896733418107,3081.19587507139,sad
-52.87984848022461,206.41624450683594,0.27627664528145696,0.0017523396527394652,3417.781206238386,sad
-50.57237243652344,200.224365234375,0.3454054741010274,0.002293627941980958,3328.135316460484,sad
-46.79398727416992,188.80174255371094,0.32551388624237804,0.0029256681445986032,3014.5748989467857,sad
-47.31487274169922,176.98619079589844,0.3179412841796875,0.0048092324286699295,3370.3057684022688,sad
-46.51785659790039,175.700439453125,0.3244522758152174,0.005031498149037361,3189.5398865952443,sad
-45.335227966308594,173.4100799560547,0.3668296292701863,0.006124251522123814,3335.6538320483887,sad
-40.80899429321289,157.0959014892578,0.33357211358532934,0.00867528561502695,3314.3681100717304,angry
-41.5740966796875,151.68997192382812,0.3285070082720588,0.00970140378922224,3470.7352952495476,angry
-42.7701416015625,162.90438842773438,0.3855675703642384,0.006903238594532013,3191.916405487941,angry
-40.266414642333984,153.22508239746094,0.33392978454968947,0.010876040905714035,3196.381551450012,angry
-32.32522964477539,107.12040710449219,0.2711809233757062,0.05369000509381294,3272.2435264489613,angry
-33.95323181152344,108.7252197265625,0.2444738963293651,0.03284570947289467,3229.6939831979626,angry
-34.901546478271484,120.3194351196289,0.26423107978351956,0.03281581774353981,3374.6494689059036,angry
-30.244625091552734,97.94293975830078,0.2377192179361979,0.09226974099874496,3338.823460417933,angry
-41.471431732177734,170.0334930419922,0.2963467963836478,0.005951181054115295,2678.133575850422,fear
-45.80006408691406,170.99546813964844,0.38163378284235666,0.00568387471139431,2798.972837662417,fear
-40.96192169189453,178.3408203125,0.3018528471057047,0.00494507746770978,2588.472591319906,fear
-44.02939224243164,178.36444091796875,0.3351593017578125,0.004571416415274143,2972.908908255795,fear
-32.559688568115234,126.87047576904297,0.17730260778356483,0.016429448500275612,2882.0581488612806,fear
-34.72869110107422,115.05709075927734,0.16128490010245902,0.022494612261652946,2703.001983029764,fear
-33.002315521240234,108.28685760498047,0.17932980559593023,0.036745585501194,2982.1917636167327,fear
-35.80398178100586,124.27146911621094,0.17290645802514792,0.024839112535119057,2625.570226410059,fear
-47.22240447998047,181.20870971679688,0.2673705323727545,0.0026046934071928263,2915.1469613380723,disgust
-46.95096206665039,175.606689453125,0.3195555196005917,0.003003394929692149,3268.014214913156,disgust
-46.95365524291992,189.4928741455078,0.31774107803254437,0.0027997582219541073,2959.3191480138616,disgust
-48.46809768676758,188.97467041015625,0.384033203125,0.0028733371291309595,3410.4164225569216,disgust
-41.125343322753906,138.15225219726562,0.24513818884408603,0.011289143934845924,2948.23417329172,disgust
-41.93894577026367,138.91580200195312,0.3226352842514124,0.012455635704100132,3343.2765051565275,disgust
-41.303794860839844,149.1875,0.2851450251436782,0.011278437450528145,3098.7804288434304,disgust
-40.66036605834961,142.5193634033203,0.3547479538690476,0.011440586298704147,3146.0525116503027,disgust
-48.64616775512695,185.45738220214844,0.32997847576530615,0.003139690263196826,3406.4024288280493,surprise
