file,emotion,pitch,energy,speech_rate,silence_ratio,voice_stability,spectral_centroid,zcr,energy_variance,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,delta2_mfcc_1,delta2_mfcc_2,delta2_mfcc_3,delta2_mfcc_4,delta2_mfcc_5,delta2_mfcc_6,delta2_mfcc_7,delta2_mfcc_8,delta2_mfcc_9,delta2_mfcc_10,delta2_mfcc_11,delta2_mfcc_12,delta2_mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-01-01-01.wav,neutral,274.12747,0.009507216,80.74951171875,0.6604382327905763,0.09750494,3470.937687329473,0.382795427229021,0.006431498,-383.92242,54.89004,0.6634651,12.435786,7.7339506,0.5307502,-3.2166305,-3.1593943,-10.9775505,-2.8487108,0.8152979,-3.0370667,1.9554482,-0.0025370137,-0.003584108,-0.0035727574,-0.0035540662,-0.0035279682,-0.003494663,-0.003454055,-0.0034064446,-0.0033518518,-0.0032905098,-0.003222589,-0.0031483157,-0.0030678501,0.0024274946,0.0034304033,0.0034199294,0.0034025281,0.0033782213,0.0033471535,0.0033093607,0.0032649457,0.0032140492,0.0031568995,0.003093546,0.0030242691,0.0029492236,0.6550447,0.6107409,0.56857884,0.5723113,0.55537224,0.5292927,0.5870647,0.63835496,0.64291775,0.60642236,0.61010915,0.60403866,19.063423969198855,11.111397828612748,14.831702501720072,14.064220417723478,14.783035849835857,16.76310166330371,45.34034204550695,-0.046956369776155464,0.023992544023933703,-0.051115102935713204,-0.04818226048931336,0.013314000162131953,0.008845387475233035
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-01-02-01.wav,neutral,275.57132,0.0082280785,161.4990234375,0.6593905455731645,0.090708755,3264.8353466211847,0.39105224609375,0.005583511,-392.7722,55.3639,-1.548319,16.038305,8.81881,-0.14658602,-1.3733916,-5.293179,-11.623184,-1.3482834,0.8437146,-2.641278,1.0172496,0.0038585663,0.0054291617,0.0053490666,0.0052188635,0.0050427383,0.004826665,0.00457761,0.004303449,0.004012426,0.0037128925,0.003412697,0.003119025,0.00283786,-0.006589982,-0.009299133,-0.00924011,-0.009141816,-0.009004812,-0.00882962,-0.008617216,-0.008368858,-0.00808639,-0.0077720485,-0.0074288347,-0.007060339,-0.0066708527,0.5984626,0.6235728,0.58694047,0.5343609,0.5340768,0.55408233,0.49524456,0.54691434,0.582028,0.63037753,0.6280254,0.6219304,19.701799293094034,12.058813658254362,15.653537638493377,14.88492349335035,15.124799947882998,16.843067771383883,44.91546365928086,-0.08656344704685243,0.03963759121952501,-0.06151672646713783,-0.06871508880673644,0.030368360210775998,0.0014576313470672638
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-02-01-01.wav,neutral,274.69308,0.007467207,80.74951171875,0.6562924745499431,0.086413,3233.8961203348163,0.4083174035904255,0.0051709074,-413.0365,58.024662,0.15946393,13.62465,5.3741117,1.1623362,-2.0833595,-5.3825855,-10.332823,-3.6620812,0.5606008,-2.838226,1.8347847,-0.017161485,-0.023991983,-0.023196714,-0.021980258,-0.020431437,-0.018588465,-0.01644984,-0.014027697,-0.011400128,-0.008716834,-0.0061488254,-0.0038219749,-0.0017841961,0.011024546,0.015528793,0.015343443,0.015047682,0.014661644,0.014212933,0.013732349,0.013248775,0.012783737,0.012348848,0.011946597,0.011572618,0.01121791,0.63568485,0.64470583,0.5812131,0.5954987,0.5853207,0.5324217,0.52137977,0.57995677,0.6394369,0.64001423,0.56352204,0.56351155,18.74010757617347,12.18630468807479,14.840007700635958,14.2424416791729,15.348363782866766,16.694576420857032,45.030576400496784,-0.034985949067701805,-0.001652892092642594,0.0005815934855486184,-0.0053982662288015,0.006596324668124502,0.028584616770224815
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-02-02-01.wav,neutral,269.56583,0.006216078,64.599609375,0.6648115029687388,0.07884211,3114.655308490259,0.4035305942062044,0.0044025783,-411.59604,55.87942,2.7832615,13.252023,6.989668,2.981274,-1.5860295,-6.961661,-10.348489,-3.270769,1.1761655,-1.498656,0.55154896,-0.07446802,-0.054432027,0.017542923,0.016333364,-0.022307083,-0.018985428,0.036562413,0.07020657,0.031476766,-0.011677073,0.003559746,0.028404752,0.01408506,-0.03424741,-0.035885777,-0.020921595,-0.015197932,-0.005141822,0.0014116624,0.0049737995,0.009332629,7.1299337e-06,-0.010671802,-0.010721047,-0.018985683,-0.027818296,0.6236439,0.57642883,0.51805186,0.52321184,0.5916835,0.5902675,0.53603685,0.587688,0.6098044,0.55878025,0.5664955,0.5914736,20.5020364501837,11.648422419737871,15.59136689205171,15.362148623689466,15.282212150552999,16.06705233948283,44.11727332616367,-0.054371687634963875,0.016375397565532173,0.0039572155708102776,-0.03961462970741529,0.0028560641923978873,0.012278236771668689
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-01-01-01.wav,calm,276.22238,0.012873527,117.45383522727273,0.6174283223059958,0.113461554,3226.4980120450946,0.3686044730392157,0.008784444,-368.5909,62.355034,3.1211805,15.064671,8.132433,1.9270837,-3.2746575,-3.7617922,-9.7502985,-4.853837,0.99631554,-3.1160705,0.5463199,-0.0675731,-0.094344,-0.09106569,-0.086564094,-0.08150223,-0.075971626,-0.06965617,-0.062364273,-0.054408472,-0.046482436,-0.03917781,-0.03262172,-0.02657825,-0.0054072943,-0.007648412,-0.0076617636,-0.0077071316,-0.0077906176,-0.007891153,-0.007968903,-0.007987764,-0.007932437,-0.007805779,-0.00761219,-0.007345101,-0.0069914316,0.5150244,0.56457835,0.58587855,0.5540355,0.53143764,0.5373436,0.5012461,0.5534422,0.57471603,0.6175554,0.653002,0.5507599,18.376676916866188,11.21531319125203,15.081763341811607,14.20185882763824,15.564874107117834,16.215823795245335,44.605582854414855,-0.07804962944270963,0.019998242377746864,0.01847800370183986,-0.11799705354801228,0.025579750273499267,0.00680421422436557
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-01-02-01.wav,calm,274.54422,0.00936438,107.666015625,0.5927510697206142,0.09676973,3167.7904186314227,0.3370361328125,0.0062903548,-368.65906,66.73646,2.2534883,11.169915,9.742079,1.0580921,-4.426185,-4.6836147,-8.313273,-4.8136663,1.7525572,-2.3765419,-0.20691906,0.0034989577,0.004926095,0.004863091,0.004759055,0.0046147564,0.004431541,0.0042111194,0.003955563,0.0036673362,0.0033492185,0.0030042697,0.0026359665,0.0022479664,0.009760668,0.013771204,0.013672416,0.01350898,0.013282687,0.012995894,0.012651718,0.012253823,0.011806362,0.011314092,0.01078208,0.010215828,0.009621027,0.5861096,0.5739955,0.61264384,0.6442676,0.5618524,0.5712455,0.62026167,0.6233335,0.60019153,0.5804581,0.59598994,0.5595586,19.743823637315348,12.351213853027696,15.43980689096043,13.88854149945321,15.15403402715718,15.790773734754994,44.781523967501194,-0.04301840839979095,-0.031470562366238734,0.027768457156175572,-0.06697192246942135,0.007701286259446912,0.035645358524142016
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-02-01-01.wav,calm,274.15714,0.012563065,161.4990234375,0.5853494362678472,0.11208508,3240.736011712195,0.3772667891142384,0.0078538675,-376.41324,65.10821,0.9303685,13.633629,5.959596,2.8950706,-1.341819,-4.775753,-8.671516,-4.5529985,1.9706055,-1.627646,1.4267255,-0.004162921,-0.005881808,-0.005859457,-0.0058221123,-0.0057703042,-0.0057042358,-0.0056242407,-0.0055308817,-0.005424607,-0.005306193,-0.0051762443,-0.0050355014,-0.0048848586,0.0022284717,0.0031476305,0.0031325612,0.0031076346,0.0030729913,0.003028876,0.002975595,0.0029135698,0.0028432189,0.0027650446,0.002679629,0.00258756,0.00248948,0.5424402,0.5693347,0.5741544,0.58633816,0.5717354,0.54082775,0.5203949,0.5651053,0.57895774,0.5792607,0.5945231,0.581909,21.023052268596714,12.435240066486015,15.521538329021592,14.725753974474861,16.076705508423185,16.75739409870491,45.32638450086552,-0.04001162281735194,0.012817195765480287,-0.05520348063984714,-0.048204048814265134,0.003879284431327983,0.010677029610771983
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-02-02-01.wav,calm,274.41745,0.009041364,103.359375,0.6064534678568161,0.09508609,3093.2787660518834,0.40125,0.0058344887,-398.98886,68.69859,1.1003675,13.685944,8.338751,2.067122,-0.6167903,-5.732325,-7.861324,-4.411918,1.0114726,-1.705865,1.5934337,0.004231364,0.006319478,0.0067097633,0.005967687,0.0036755116,0.00073332153,-0.0014414723,-0.0022213745,-0.0022524197,-0.0026951663,-0.004068985,-0.0058485665,-0.007095038,-0.016885146,-0.021159604,-0.0153690465,-0.011247021,-0.0112489825,-0.0133446185,-0.013377743,-0.009393086,-0.0034980727,0.00041585127,0.00052532513,-0.0013993557,-0.0020553987,0.527718,0.54203266,0.56658363,0.5568325,0.5307764,0.5167056,0.51710415,0.56918865,0.594047,0.6205876,0.6032232,0.6073698,21.559169991222184,12.506216955075358,16.057902577669726,14.563978348307609,15.619224077937979,16.19478804874236,45.21519236448251,-0.07485647486418719,-0.002434455756237825,-0.037516771391966,-0.07618546143019014,0.01296341341651897,0.02431784610380434
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-01-01-01.wav,calm,270.02023,0.011551073,117.45383522727273,0.5674385002510194,0.107475914,3168.728996665376,0.3163360595703125,0.007042681,-361.00876,70.53291,4.225179,13.866501,9.276525,1.8420299,-3.709107,-2.884508,-6.3325033,-4.483916,2.0064912,-0.029675484,-0.17859049,0.020367622,0.027984714,0.025952732,0.023492908,0.0209756,0.018311799,0.015591857,0.013401723,0.012329531,0.012354052,0.012949789,0.013719698,0.014671722,0.043994427,0.061068285,0.058018245,0.05382491,0.04889531,0.04324475,0.03707502,0.031058189,0.02588299,0.021692589,0.018172598,0.015117939,0.012675615,0.5201424,0.5734183,0.5899195,0.6024056,0.6096545,0.612204,0.62904966,0.68472266,0.5989371,0.524927,0.5634632,0.5661339,20.336647437157872,11.752679051147295,15.228864611606275,14.345491977464087,15.744951184955188,15.909934431963752,44.89511713508479,-0.02500360970808464,-0.016029984310238395,0.016857267831800866,-0.10733541510708214,0.015615646144239747,0.018385374209174306
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-01-02-01.wav,calm,274.32266,0.009554162,73.828125,0.551880755246973,0.09774539,3137.06322314701,0.3437443551300578,0.005950739,-342.8093,67.33959,-0.4495516,11.884349,6.899115,0.5723893,-4.5503755,-6.025094,-7.934867,-4.872442,2.6747525,-1.4644696,-1.1086303,1.2348153e-06,4.4100545e-08,1.6537705e-08,4.4100545e-08,0.0,-1.6537705e-08,5.512568e-09,-1.1025136e-08,5.512568e-09,-1.1025136e-08,-1.1025136e-08,2.756284e-09,8.268852e-09,-3.169727e-07,-3.307541e-08,2.7562841e-08,3.307541e-08,-5.512568e-09,0.0,0.0,-2.756284e-09,0.0,5.512568e-09,1.378142e-09,4.134426e-09,6.8907102e-09,0.5599574,0.55632144,0.53311175,0.5993243,0.56061023,0.54839176,0.57639724,0.6326718,0.60494703,0.5495415,0.53788716,0.5306467,19.313792453841195,12.191548826148201,14.731709073547707,14.417100347836783,16.171938633080163,16.418307134615635,45.48818840092193,-0.028765315645311425,-0.011232253604045471,0.011552011801435414,-0.03763148660443225,0.008970644939818775,0.018621236320741214
