timestamp,emotion,emotion_confidence,temporal_emotion,temporal_confidence,stress_level,cognitive_load,deception_risk,gaze,yaw,pitch,roll,blink_rate,anomaly_risk,fusion_confidence,final_state,cognitive_assessment
19:43:29,calm,37.80416155937324,happy,74.3573784828186,HIGH,LOW,LOW,CENTER,4.024735974471768,5.2694726521303,0.06627407906463074,38.88,LOW,0.6,Stable emotional condition,Stable emotional condition
19:43:30,calm,37.30416155937325,happy,52.03389525413513,HIGH,LOW,LOW,CENTER,3.2390528578743405,4.131544150936703,0.018726181556021217,45.23,MEDIUM,0.43,Stable emotional condition,Stable emotional condition
19:43:30,calm,37.093635243583776,surprised,74.52605366706848,HIGH,LOW,LOW,CENTER,3.524986837579612,4.4246204684315416,0.017543683585935443,45.23,MEDIUM,0.55,Stable emotional condition,Stable emotional condition
19:43:30,calm,38.09363524358377,surprised,89.3300712108612,HIGH,LOW,LOW,CENTER,3.595741096629971,4.703855306583794,0.0017921927017366971,45.23,MEDIUM,0.64,Stable emotional condition,Stable emotional condition
19:43:30,calm,37.843635243583776,surprised,94.79596614837646,HIGH,LOW,LOW,CENTER,4.11763052935822,4.319307687980565,-0.007696247337003361,45.23,MEDIUM,0.67,Stable emotional condition,Stable emotional condition
19:43:30,calm,37.343635243583776,surprised,96.38569355010986,HIGH,LOW,LOW,CENTER,3.6801323556899925,4.969301478599743,-0.0011500302492468714,45.23,MEDIUM,0.68,Stable emotional condition,Stable emotional condition
19:43:30,calm,37.843635243583776,surprised,96.69788479804993,HIGH,LOW,LOW,CENTER,4.271354136290313,5.132286161401821,0.02271543687543671,45.23,MEDIUM,0.68,Stable emotional condition,Stable emotional condition
19:43:30,calm,36.80416155937325,surprised,96.07482552528381,HIGH,LOW,LOW,CENTER,2.4559954271469207,5.99706769038066,0.008160932850209943,45.23,MEDIUM,0.67,Stable emotional condition,Stable emotional condition
19:43:30,calm,39.669730931521556,surprised,92.67954230308533,HIGH,LOW,LOW,CENTER,2.3135034920241315,7.512378200897612,0.00573369870537101,45.23,MEDIUM,0.66,Stable emotional condition,Stable emotional condition
19:43:31,calm,39.669730931521556,surprised,83.28853249549866,HIGH,LOW,LOW,CENTER,2.020390271120025,6.336359489323275,0.02057925342436975,45.23,MEDIUM,0.61,Stable emotional condition,Stable emotional condition
19:43:31,calm,38.419730931521556,surprised,66.91521406173706,HIGH,LOW,LOW,CENTER,1.9482128264924943,5.939706665197166,0.01451435287280395,45.23,MEDIUM,0.52,Stable emotional condition,Stable emotional condition
19:43:31,calm,38.732230931521556,surprised,49.83953535556793,HIGH,LOW,LOW,CENTER,1.7369915691556788,5.711774301915399,0.02062281715370408,45.23,MEDIUM,0.42,Stable emotional condition,Stable emotional condition
19:43:31,calm,38.64399563740391,fear,63.392794132232666,HIGH,LOW,LOW,CENTER,1.8555241306401145,5.486352540569972,0.026244529723038406,45.23,MEDIUM,0.5,Negative emotional state,Negative emotional trajectory
19:43:31,calm,37.25457511640445,fear,73.63665103912354,HIGH,LOW,LOW,CENTER,1.7780950564321683,5.6034106521005445,0.02383366593941404,45.23,MEDIUM,0.55,Negative emotional state,Negative emotional trajectory
19:43:31,calm,37.25457511640445,fear,80.23853302001953,HIGH,LOW,LOW,CENTER,1.9246834489336058,4.189787997546008,0.02302113207959528,45.23,MEDIUM,0.59,Negative emotional state,Negative emotional trajectory
19:43:31,calm,37.75457511640445,fear,84.2674970626831,HIGH,LOW,LOW,CENTER,1.8042603386502525,3.6592009840197064,0.038480009193780036,45.23,MEDIUM,0.61,Negative emotional state,Negative emotional trajectory
19:43:31,calm,37.25457511640445,fear,86.47114634513855,HIGH,LOW,LOW,CENTER,1.411765737219496,5.5331373308297485,0.027244172567405436,45.23,MEDIUM,0.62,Negative emotional state,Negative emotional trajectory
19:43:32,calm,41.203860314638035,fear,86.9579017162323,HIGH,LOW,LOW,CENTER,1.7347578304020639,4.813813525441126,0.042322943537999126,45.23,MEDIUM,0.64,Negative emotional state,Negative emotional trajectory
19:43:32,calm,37.25457511640445,fear,86.11843585968018,HIGH,LOW,LOW,CENTER,1.9799180858283414,5.842143094159577,0.04176005810359875,45.23,MEDIUM,0.62,Negative emotional state,Negative emotional trajectory
19:43:32,calm,37.695751586992685,fear,84.5213532447815,HIGH,LOW,LOW,CENTER,2.6010011074956307,6.676589474761017,0.006038636646241154,45.23,MEDIUM,0.61,Negative emotional state,Negative emotional trajectory
