timestamp,emotion,emotion_confidence,temporal_emotion,temporal_confidence,stress_level,cognitive_load,deception_risk,gaze,yaw,pitch,roll,blink_rate,anomaly_risk,fusion_confidence,final_state,cognitive_assessment
19:34:35,calm,33.95073270431696,disgust,87.4697208404541,MEDIUM,LOW,LOW,CENTER,3.8098442083929127,3.1094407751788533,0.07867177213055462,0.0,LOW,0.66,Stable emotional condition,Negative emotional trajectory
19:34:35,calm,33.95073270431696,disgust,87.11687922477722,MEDIUM,LOW,LOW,CENTER,0.6328095283023557,6.4811532869998665,0.007572505395597669,0.0,LOW,0.66,Stable emotional condition,Negative emotional trajectory
19:34:35,calm,46.16383915300087,disgust,86.08222603797913,MEDIUM,LOW,LOW,CENTER,1.2306383063580415,6.554217435676448,0.023339017246936145,0.0,LOW,0.7,Stable emotional condition,Negative emotional trajectory
19:34:35,calm,43.82267298092174,disgust,85.2878212928772,MEDIUM,LOW,LOW,CENTER,1.7101944140274967,7.522987063824474,0.019480323368342708,0.0,LOW,0.69,Stable emotional condition,Negative emotional trajectory
19:34:36,calm,35.69975168346802,disgust,85.1616382598877,MEDIUM,LOW,LOW,CENTER,1.4592655522950415,8.137847392618895,0.05451694453063584,0.0,LOW,0.65,Stable emotional condition,Negative emotional trajectory
19:34:36,calm,42.24962837846537,disgust,84.56646203994751,MEDIUM,LOW,LOW,CENTER,1.7169493302615157,6.827707130307756,0.02330255950442793,0.0,LOW,0.68,Stable emotional condition,Negative emotional trajectory
19:34:36,calm,35.16327233893914,disgust,84.04611349105835,MEDIUM,LOW,LOW,CENTER,2.352057740906702,5.16910655535518,0.05155017120782302,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:36,calm,35.040611911131656,disgust,83.82488489151001,MEDIUM,LOW,LOW,CENTER,2.499874649288338,5.284194664819081,0.055435411740790135,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:36,calm,34.540611911131656,disgust,83.60708355903625,MEDIUM,LOW,LOW,CENTER,2.293364909469648,4.366415166405138,0.04994741328568693,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:36,calm,35.040611911131656,disgust,83.49083662033081,MEDIUM,LOW,LOW,CENTER,1.6512585159098552,4.577321765776089,0.017173613919114,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:36,calm,36.84975168346802,disgust,83.53002667427063,MEDIUM,LOW,LOW,CENTER,1.3698711340153895,5.633722490348002,-0.027403213504442435,0.0,LOW,0.65,Stable emotional condition,Negative emotional trajectory
19:34:36,calm,43.39687936861497,disgust,83.58094096183777,MEDIUM,LOW,LOW,CENTER,1.2060838898099102,5.250482112719433,-0.022114866824871324,0.0,LOW,0.68,Stable emotional condition,Negative emotional trajectory
19:34:36,calm,44.377408817236514,disgust,83.67607593536377,MEDIUM,LOW,LOW,CENTER,1.0213669516348536,5.996711711009147,0.009368134188436968,0.0,LOW,0.68,Stable emotional condition,Negative emotional trajectory
19:34:37,calm,47.07397422574002,disgust,83.82537364959717,MEDIUM,LOW,LOW,CENTER,1.0306758921241683,6.780113142725495,0.010217070377811157,0.0,LOW,0.69,Stable emotional condition,Negative emotional trajectory
19:34:37,calm,47.343582068877275,disgust,83.72070789337158,MEDIUM,LOW,LOW,CENTER,1.2685554540746247,6.409228548212785,0.025442156695281833,0.0,LOW,0.69,Stable emotional condition,Negative emotional trajectory
19:34:37,calm,43.69172059996936,disgust,83.70544910430908,MEDIUM,LOW,LOW,CENTER,1.5751437078304718,8.6692942784341,0.08175274230193343,0.0,LOW,0.68,Stable emotional condition,Negative emotional trajectory
19:34:37,calm,38.472247118157966,disgust,83.53524804115295,MEDIUM,LOW,LOW,CENTER,2.1235102920138096,8.786804188763828,0.06446986757690368,0.0,LOW,0.66,Stable emotional condition,Negative emotional trajectory
19:34:37,calm,34.5860664565862,disgust,83.21499824523926,MEDIUM,LOW,LOW,CENTER,1.7166636344774453,7.049051650710755,0.05575402089184255,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:37,calm,35.16327233893914,disgust,83.31789970397949,MEDIUM,LOW,LOW,CENTER,2.3357704670787403,9.283711298407258,0.06788797455374625,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:37,calm,34.95727857779832,disgust,83.16566348075867,MEDIUM,LOW,LOW,CENTER,3.5263818441618957,8.37542074898966,0.03251179013124607,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:37,calm,34.03406603765029,disgust,83.22575688362122,MEDIUM,LOW,LOW,CENTER,3.604482472179371,9.45636388793759,0.03496870087074454,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:38,calm,34.03406603765029,disgust,83.04091691970825,MEDIUM,LOW,LOW,CENTER,4.517337712182641,6.04865196747585,-0.014004219864035987,0.0,LOW,0.63,Stable emotional condition,Negative emotional trajectory
19:34:38,calm,35.11728972186082,disgust,83.15606713294983,MEDIUM,LOW,LOW,CENTER,5.092760970351847,7.5176098534472855,0.08132813110942705,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:38,calm,34.40003825987252,disgust,83.35080146789551,MEDIUM,LOW,LOW,CENTER,5.155913503304189,8.858958493642907,0.07527334849942635,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:38,calm,33.45073270431697,disgust,83.42823386192322,MEDIUM,LOW,LOW,CENTER,5.241960484502248,8.924798903095734,0.1185153062535418,0.0,LOW,0.63,Stable emotional condition,Negative emotional trajectory
19:34:38,calm,33.70073270431696,disgust,83.3744764328003,MEDIUM,LOW,LOW,CENTER,5.001210370762283,5.771201635551566,0.07540125146439602,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:38,calm,33.45073270431697,disgust,83.60539078712463,MEDIUM,LOW,LOW,CENTER,4.951201486862819,7.036701278837854,0.06568848989762513,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:38,calm,34.03406603765029,disgust,83.81075859069824,MEDIUM,LOW,LOW,CENTER,5.2033092303346855,6.684523934110852,0.0786447494348698,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:38,calm,33.45073270431697,disgust,84.0790331363678,MEDIUM,LOW,LOW,CENTER,6.433445848260391,7.884340305243503,0.0702083812873088,0.0,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:39,calm,36.30416155937325,disgust,83.12320113182068,MEDIUM,LOW,LOW,CENTER,6.7628086996640775,6.269674686564529,-0.04035770596313254,7.75,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:39,calm,35.917706824563254,disgust,83.3285391330719,MEDIUM,LOW,LOW,CENTER,5.99713674139422,4.743448531394193,-0.004671444955687334,7.75,LOW,0.64,Stable emotional condition,Negative emotional trajectory
19:34:39,calm,36.98738524358377,disgust,83.49899649620056,MEDIUM,LOW,LOW,CENTER,4.760664275469718,4.857161263483907,0.016534631076460807,7.75,LOW,0.65,Stable emotional condition,Negative emotional trajectory
