timestamp,emotion,emotion_confidence,temporal_emotion,temporal_confidence,stress_level,cognitive_load,deception_risk,gaze,yaw,pitch,roll,blink_rate,anomaly_risk,fusion_confidence,final_state,cognitive_assessment
22:22:43,calm,31.22617059426079,disgust,75.86475014686584,LOW,LOW,LOW,CENTER,-3.894501429958546,8.543820849351915,0.00985945554797217,0.0,LOW,0.58,Stable emotional condition,Negative emotional trajectory
22:22:43,calm,31.72617059426079,disgust,75.16257762908936,LOW,LOW,LOW,CENTER,-4.473148476865315,5.435806950335271,-0.053422941437483815,0.0,LOW,0.58,Stable emotional condition,Negative emotional trajectory
22:22:44,calm,27.953227391093122,disgust,74.7839093208313,LOW,LOW,LOW,CENTER,-2.912719317732159,4.991007639518179,-0.029254007994661647,0.0,LOW,0.56,Stable emotional condition,Negative emotional trajectory
22:22:44,calm,30.871664509530245,disgust,74.60529804229736,LOW,LOW,LOW,CENTER,-2.9170121789721093,4.871726999563358,-0.025593941006452594,0.0,LOW,0.57,Stable emotional condition,Negative emotional trajectory
22:22:44,calm,31.12108401417421,disgust,74.61512684822083,LOW,LOW,LOW,CENTER,-2.601200553019162,3.2804633988540806,-0.026377377907509256,0.0,LOW,0.57,Stable emotional condition,Negative emotional trajectory
22:22:44,calm,31.911084014174207,disgust,75.154709815979,LOW,LOW,LOW,CENTER,-2.72094844877706,2.0284351335849307,-0.014235046632023232,0.0,LOW,0.58,Stable emotional condition,Negative emotional trajectory
22:22:44,calm,32.60214462023481,disgust,75.94839930534363,LOW,LOW,LOW,CENTER,-2.033394744642676,2.352401764972222,-0.0,0.0,LOW,0.59,Stable emotional condition,Negative emotional trajectory
22:22:44,calm,33.798313451403644,disgust,76.5960156917572,LOW,LOW,LOW,CENTER,-3.043905197269222,5.991768624756589,-0.02839699919411298,0.0,LOW,0.59,Stable emotional condition,Negative emotional trajectory
22:22:44,calm,30.871664509530245,disgust,76.96977853775024,LOW,LOW,LOW,CENTER,-3.6577695824735414,6.865880337891019,-0.051805183850501396,0.0,LOW,0.59,Stable emotional condition,Negative emotional trajectory
22:22:44,calm,28.453227391093122,disgust,77.1647036075592,LOW,LOW,LOW,CENTER,-3.4842415494660313,6.5672874287317615,-0.023618656874160204,0.0,LOW,0.58,Stable emotional condition,Negative emotional trajectory
22:22:44,calm,31.949655442745637,disgust,77.35856175422668,LOW,LOW,LOW,CENTER,-2.583188838510258,6.864167801350651,0.0038511911250816147,0.0,LOW,0.59,Stable emotional condition,Negative emotional trajectory
22:22:45,calm,33.687599165689356,disgust,77.51404643058777,LOW,LOW,LOW,CENTER,-2.686547023459507,6.286378076572006,-0.014740396439281645,0.0,LOW,0.6,Stable emotional condition,Negative emotional trajectory
